HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome	Entrez Gene ID	RefSeq IDs
HGNC:50874	RNY1P11	RNA, Ro-associated Y1 pseudogene 11			7q32.1	106481710	
HGNC:50875	RNY1P12	RNA, Ro-associated Y1 pseudogene 12			3q12.3	106480309	
HGNC:50876	RNY1P13	RNA, Ro-associated Y1 pseudogene 13			1p13.2	106480310	
HGNC:50877	RNY1P14	RNA, Ro-associated Y1 pseudogene 14			4q31.21	106480311	
HGNC:50878	RNY1P15	RNA, Ro-associated Y1 pseudogene 15			9q33.2	106481711	
HGNC:50879	RNY1P16	RNA, Ro-associated Y1 pseudogene 16			12q23.2	106480312	
HGNC:10243	RNY3	RNA, Ro-associated Y3		hY3	7q36	6085	NR_004392
HGNC:42477	RNY3P1	RNA, Ro-associated Y3 pseudogene 1			5q14.1	106478984	
HGNC:42486	RNY3P2	RNA, Ro-associated Y3 pseudogene 2			13q14.2	100862668	
HGNC:42487	RNY3P3	RNA, Ro-associated Y3 pseudogene 3			13q22.3	100862669	
HGNC:42488	RNY3P4	RNA, Ro-associated Y3 pseudogene 4			13q12.12	100873808	
HGNC:42489	RNY3P5	RNA, Ro-associated Y3 pseudogene 5			13q21.2	100873809	
HGNC:42490	RNY3P6	RNA, Ro-associated Y3 pseudogene 6			13q32.3	100873810	
HGNC:42491	RNY3P7	RNA, Ro-associated Y3 pseudogene 7			13q22.3	100862670	
HGNC:42492	RNY3P8	RNA, Ro-associated Y3 pseudogene 8			13q32.1	106478985	
HGNC:42493	RNY3P9	RNA, Ro-associated Y3 pseudogene 9			13q14.11	100862672	
HGNC:42494	RNY3P10	RNA, Ro-associated Y3 pseudogene 10			13q21.33	100873820	
HGNC:50887	RNY3P11	RNA, Ro-associated Y3 pseudogene 11			6q21	106481713	
HGNC:50888	RNY3P12	RNA, Ro-associated Y3 pseudogene 12			10q23.33	106480315	
HGNC:50889	RNY3P13	RNA, Ro-associated Y3 pseudogene 13			3q22.1	106481714	
HGNC:50893	RNY3P14	RNA, Ro-associated Y3 pseudogene 14			8q13.3	106480316	
HGNC:50890	RNY3P15	RNA, Ro-associated Y3 pseudogene 15			6p21.31	107178919	
HGNC:50891	RNY3P16	RNA, Ro-associated Y3 pseudogene 16			Xq24	106480686	
HGNC:10244	RNY4	RNA, Ro-associated Y4		HY4	7q36.1	6086	NR_004393
HGNC:10245	RNY4P1	RNA, Ro-associated Y4 pseudogene 1		hY4.B8	9q21.13	6087	NG_005036
HGNC:10246	RNY4P2	RNA, Ro-associated Y4 pseudogene 2		hY4.B7	17q21.31	6088	NG_005037
HGNC:10247	RNY4P3	RNA, Ro-associated Y4 pseudogene 3		hY4.F2	16q12.1	6089	NG_005038
HGNC:34050	RNY4P4	RNA, Ro-associated Y4 pseudogene 4			3q22.3	100379297	
HGNC:34052	RNY4P5	RNA, Ro-associated Y4 pseudogene 5			8q24.13	100379299	
HGNC:34055	RNY4P6	RNA, Ro-associated Y4 pseudogene 6			11q23.3	100379287	
HGNC:34056	RNY4P7	RNA, Ro-associated Y4 pseudogene 7			2q14.3	100169850	
HGNC:34057	RNY4P8	RNA, Ro-associated Y4 pseudogene 8			17q21.2	100379295	NR_033356
HGNC:34058	RNY4P9	RNA, Ro-associated Y4 pseudogene 9			13q14.3	100379300	
HGNC:34060	RNY4P10	RNA, Ro-associated Y4 pseudogene 10			6p21.3	100379592	
HGNC:34061	RNY4P11	RNA, Ro-associated Y4 pseudogene 11			20p11.23	100379288	
HGNC:34062	RNY4P12~withdrawn	entry withdrawn					
HGNC:34063	RNY4P13	RNA, Ro-associated Y4 pseudogene 13			17q11.2	100379296	
HGNC:34064	RNY4P14	RNA, Ro-associated Y4 pseudogene 14			13q13.3	100379584	
HGNC:34065	RNY4P15	RNA, Ro-associated Y4 pseudogene 15			2p11.2	100379291	
HGNC:34066	RNY4P16	RNA, Ro-associated Y4 pseudogene 16			1q42.11	100431173	
HGNC:34067	RNY4P17	RNA, Ro-associated Y4 pseudogene 17			4q32.3	100379564	
HGNC:34068	RNY4P18	RNA, Ro-associated Y4 pseudogene 18			9q31.3	100379298	
HGNC:34069	RNY4P19	RNA, Ro-associated Y4 pseudogene 19			2q36.3	100169834	
HGNC:34070	RNY4P20	RNA, Ro-associated Y4 pseudogene 20			6q25.1	100379378	
HGNC:42471	RNY4P21	RNA, Ro-associated Y4 pseudogene 21			14q24.3	100862663	
HGNC:42472	RNY4P22	RNA, Ro-associated Y4 pseudogene 22			3p24.3	100873800	NG_032585
HGNC:42473	RNY4P23	RNA, Ro-associated Y4 pseudogene 23			Xq13.1	100873801	
HGNC:42474	RNY4P24	RNA, Ro-associated Y4 pseudogene 24			13q14.3	100862664	
HGNC:42475	RNY4P25	RNA, Ro-associated Y4 pseudogene 25			1q21.3	100862665	
HGNC:42476	RNY4P26	RNA, Ro-associated Y4 pseudogene 26			10q23.33	100873819	NG_032599
HGNC:42495	RNY4P27	RNA, Ro-associated Y4 pseudogene 27			13q32.1	100873821	
HGNC:42496	RNY4P28	RNA, Ro-associated Y4 pseudogene 28			13q21.2	100873822	
HGNC:42497	RNY4P29	RNA, Ro-associated Y4 pseudogene 29			13q21.1	100873823	
HGNC:42498	RNY4P30	RNA, Ro-associated Y4 pseudogene 30			13q14.2	100862673	
HGNC:42499	RNY4P31	RNA, Ro-associated Y4 pseudogene 31			13q21.2	100862674	NG_032104
HGNC:50880	RNY4P32~withdrawn	entry withdrawn					
HGNC:50881	RNY4P33~withdrawn	entry withdrawn					
HGNC:50882	RNY4P34	RNA, Ro-associated Y4 pseudogene 34			2q33.1	106481712	
HGNC:50883	RNY4P35~withdrawn	entry withdrawn					
HGNC:50884	RNY4P36	RNA, Ro-associated Y4 pseudogene 36			17q25.1	106480313	
HGNC:50885	RNY4P37	RNA, Ro-associated Y4 pseudogene 37			18q21.1	106480314	
HGNC:10248	RNY5	RNA, Ro-associated Y5			7q36	6090	NR_001571
HGNC:34082	RNY5P1	RNA, Ro-associated Y5 pseudogene 1			1p34.3	100379666	
HGNC:34083	RNY5P2	RNA, Ro-associated Y5 pseudogene 2			2q33.1	100381208	
HGNC:34084	RNY5P3	RNA, Ro-associated Y5 pseudogene 3			3q26.2	100379664	
HGNC:34085	RNY5P4	RNA, Ro-associated Y5 pseudogene 4			4q28.2	100380271	
HGNC:34086	RNY5P5	RNA, Ro-associated Y5 pseudogene 5			6p22.3	100379658	
HGNC:34087	RNY5P6	RNA, Ro-associated Y5 pseudogene 6			8p11.21	100379663	
HGNC:34088	RNY5P7	RNA, Ro-associated Y5 pseudogene 7			10q24.31	100169835	
HGNC:34089	RNY5P8	RNA, Ro-associated Y5 pseudogene 8			13q33.1	100380878	
HGNC:34090	RNY5P9	RNA, Ro-associated Y5 pseudogene 9			16q21	100169836	
HGNC:34091	RNY5P10	RNA, Ro-associated Y5 pseudogene 10			19q13.12	100169837	
HGNC:10249	ROBO1	roundabout guidance receptor 1		DUTT1, FLJ21882, SAX3	3p12.3	6091	NM_002941
HGNC:10250	ROBO2	roundabout guidance receptor 2		KIAA1568	3p12.3	6092	XM_031246
HGNC:44386	ROBO2P1	roundabout guidance receptor 2 pseudogene 1			7p12.1		
HGNC:13433	ROBO3	roundabout guidance receptor 3	HGPPS	RBIG1, FLJ21044, HGPS	11q24.2	64221	XM_370663
HGNC:17985	ROBO4	roundabout guidance receptor 4		FLJ20798, MRB, ECSM4	11q24.2	54538	NM_019055
HGNC:10251	ROCK1	Rho associated coiled-coil containing protein kinase 1		p160ROCK	18q11.1	6093	NM_005406
HGNC:37832	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1			18p11.32	727758	
HGNC:10252	ROCK2	Rho associated coiled-coil containing protein kinase 2			2p25.1	9475	
HGNC:52946	ROCR	regulator of chondrogenesis RNA	LINC02095		17q24.3	102723505	NR_110876
HGNC:29478	ROGDI	rogdi homolog		FLJ22386	16p13.3	79641	NM_024589
HGNC:10254	ROM1	retinal outer segment membrane protein 1		TSPAN23, ROM	11q13	6094	NM_000327
HGNC:16185	ROMO1	reactive oxygen species modulator 1	C20orf52	bA353C18.2, MTGMP	20q11.22	140823	NM_080748
HGNC:10255	RONU~withdrawn	symbol withdrawn, see FOXN1					
HGNC:17692	ROPN1	rhophilin associated tail protein 1		ODF6, ropporin, ROPN1A, CT91	3q21.1	54763	NM_017578
HGNC:31927	ROPN1B	rhophilin associated tail protein 1B			3q21.2	152015	NM_001012337
HGNC:24060	ROPN1L	rhophilin associated tail protein 1 like		ASP, FLJ25776, RSPH11	5p15.2	83853	NM_031916
HGNC:39984	ROPN1L-AS1	ROPN1L antisense RNA 1			5p15.2	100505845	
HGNC:10256	ROR1	receptor tyrosine kinase like orphan receptor 1	NTRKR1		1p31.3	4919	NM_005012
HGNC:40508	ROR1-AS1	ROR1 antisense RNA 1			1p31.3	101927034	
HGNC:10257	ROR2	receptor tyrosine kinase like orphan receptor 2	NTRKR2, BDB, BDB1		9q22.31	4920	
HGNC:10258	RORA	RAR related orphan receptor A		RZRA, ROR1, ROR2, ROR3, NR1F1	15q22.2	6095	NM_134261
HGNC:51410	RORA-AS1	RORA antisense RNA 1			15q22.2	101928784	NR_120339
HGNC:51411	RORA-AS2	RORA antisense RNA 2			15q22.2	100996876	NR_120318
HGNC:10259	RORB	RAR related orphan receptor B		RZRB, NR1F2, ROR-BETA	9q21.13	6096	
HGNC:49803	RORB-AS1	RORB antisense RNA 1			9q21.13		
HGNC:10260	RORC	RAR related orphan receptor C		RZRG, RORG, NR1F3, TOR	1q21		
HGNC:10261	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase		MCF3, ROS, c-ros-1	6q22.1	6098	
HGNC:10262	RP~withdrawn	symbol withdrawn, see MT-ATP6					
HGNC:10263	RP1	RP1, axonemal microtubule associated		DCDC4A, ORP1	8q11.23-q12.1	6101	NM_006269
HGNC:15946	RP1L1	RP1 like 1		DCDC4B	8p23.1	94137	
HGNC:10274	RP2	RP2, ARL3 GTPase activating protein		TBCCD2, NME10, NM23-H10	Xp11.3	6102	NM_006915
HGNC:10283	RP3~withdrawn	symbol withdrawn, see RPGR					
HGNC:10284	RP4~withdrawn	symbol withdrawn, see RHO					
HGNC:10285	RP5~withdrawn	entry withdrawn					
HGNC:10286	RP6	retinitis pigmentosa 6 (X-linked recessive)			Xp21.3-p21.2	6104	
HGNC:10287	RP7~withdrawn	symbol withdrawn, see PRPH2					
HGNC:10288	RP9	RP9, pre-mRNA splicing factor		PAP-1	7p14.3	6100	NM_203288
HGNC:33969	RP9P	RP9 pseudogene			7p14.3	441212	NR_003500
HGNC:10264	RP10~withdrawn	symbol withdrawn, see IMPDH1					
HGNC:10265	RP11~withdrawn	symbol withdrawn, see PRPF31					
HGNC:10266	RP12~withdrawn	symbol withdrawn, see CRB1					
HGNC:10267	RP13~withdrawn	symbol withdrawn, see PRPF8					
HGNC:10268	RP14~withdrawn	symbol withdrawn, see TULP1					
HGNC:10269	RP15~withdrawn	symbol withdrawn, see RPGR					
HGNC:10270	RP16~withdrawn	entry withdrawn					
HGNC:10271	RP17~withdrawn	symbol withdrawn, see CA4					
HGNC:10272	RP18~withdrawn	symbol withdrawn, see PRPF3					
HGNC:10273	RP19~withdrawn	symbol withdrawn, see ABCA4					
HGNC:10275	RP20~withdrawn	symbol withdrawn, see RPE65					
HGNC:13434	RP21~withdrawn	entry withdrawn					
HGNC:10276	RP22	retinitis pigmentosa 22 (autosomal recessive)			16p12.3-p12.1		
HGNC:10277	RP23~withdrawn	symbol withdrawn, see OFD1					
HGNC:10278	RP24	retinitis pigmentosa 24 (X-linked recessive)			Xq26-q27		
HGNC:10279	RP25~withdrawn	symbol withdrawn, see EYS					
HGNC:10280	RP26~withdrawn	symbol withdrawn, see CERKL					
HGNC:10281	RP28~withdrawn	symbol withdrawn, see FAM161A					
HGNC:10282	RP29	retinitis pigmentosa 29 (autosomal recessive)			4q32-q34		
HGNC:19438	RP31~withdrawn	symbol withdrawn, see TOPORS					
HGNC:21902	RP32	retinitis pigmentosa 32 (autosomal recessive)			1p21.2-p13.3		
HGNC:32383	RP33~withdrawn	symbol withdrawn, see SNRNP200					
HGNC:33161	RP34	retinitis pigmentosa 34 (X-linked recessive)			Xq28		
HGNC:37092	RP35	retinitis pigmentosa 35 (autosomal dominant)			reserved		
HGNC:38112	RP52	retinitis pigmentosa 52 (autosomal dominant)			2q24.1-q31.1		
HGNC:49652	RP63	retinitis pigmentosa 63 (autosomal dominant)			6q23		
HGNC:45126	RP66~withdrawn	symbol withdrawn, see ARL2BP					
HGNC:10289	RPA1	replication protein A1		REPA1, RPA70, HSSB, RF-A, RP-A	17p13.3	6117	NM_002945
HGNC:10290	RPA2	replication protein A2			1p35.3	6118	NM_002946
HGNC:19676	RPA2P1	replication protein A2 pseudogene 1	RPA2P		14q21.3	326628	NG_002610
HGNC:45117	RPA2P2	replication protein A2 pseudogene 2			10q23.1	389990	NG_022150
HGNC:45118	RPA2P3	replication protein A2 pseudogene 3			11q22.1	100420359	NG_024553
HGNC:10291	RPA3	replication protein A3		REPA3	7p21.3	6119	NM_002947
HGNC:30305	RPA4	replication protein A4		HSU24186	Xq21.33	29935	NM_013347
HGNC:28641	RPAIN	RPA interacting protein		MGC4189, RIP, hRIP	17p13.2	84268	NM_001033002
HGNC:24567	RPAP1	RNA polymerase II associated protein 1		DKFZP727M111, KIAA1403, MGC858, FLJ12732	15q15.1	26015	NM_015540
HGNC:25791	RPAP2	RNA polymerase II associated protein 2	C1orf82	FLJ13150, Rtr1	1p22.1	79871	NM_024813
HGNC:45125	RPAP2P1	RNA polymerase II associated protein 2 pseudogene 1			10q23.2	100272220	NG_011757
HGNC:26151	RPAP3	RNA polymerase II associated protein 3		FLJ21908, spag, hSpagh	12q13.11	79657	NM_024604
HGNC:45238	RPARP-AS1	RPARP antisense RNA 1			10q24.32	100505761	NR_038937
HGNC:10292	RPD3L1~withdrawn	symbol withdrawn, see HDAC1					
HGNC:10293	RPE	ribulose-5-phosphate-3-epimerase			2q34	6120	NM_006916
HGNC:10294	RPE65	RPE65, retinoid isomerohydrolase	RP20	LCA2, rd12, BCO3	1p31.3	6121	NM_000329
HGNC:45241	RPEL1	ribulose-5-phosphate-3-epimerase like 1			10q24.33	729020	NM_001143909
HGNC:44520	RPEP1	ribulose-5-phosphate-3-epimerase pseudogene 1			5q12.3	100420512	
HGNC:44521	RPEP2	ribulose-5-phosphate-3-epimerase pseudogene 2			3p24.2	645065	
HGNC:44522	RPEP3	ribulose-5-phosphate-3-epimerase pseudogene 3			1p35.3	100420555	
HGNC:44523	RPEP4	ribulose-5-phosphate-3-epimerase pseudogene 4			22q12.2	100420665	
HGNC:44524	RPEP5	ribulose-5-phosphate-3-epimerase pseudogene 5			2q24.2		
HGNC:44525	RPEP6	ribulose-5-phosphate-3-epimerase pseudogene 6			11q13.4	100420590	
HGNC:30350	RPF1	ribosome production factor 1 homolog	BXDC5		1p22.3	80135	NM_025065
HGNC:20870	RPF2	ribosome production factor 2 homolog	BXDC1	FLJ21087, bA397G5.4	6q21	84154	NM_032194
HGNC:16186	RPF2P1	ribosome production factor 2 homolog pseudogene 1	C20orf53, BXDC1P, RPF2P	bA353C18.4	20q11.22	729608	
HGNC:44015	RPF2P2	ribosome production factor 2 homolog pseudogene 2			4q26	100128462	
HGNC:10295	RPGR	retinitis pigmentosa GTPase regulator	CRD, RP3, RP15, COD1	CORDX1	Xp11.4	6103	NM_000328
HGNC:13436	RPGRIP1	RPGR interacting protein 1	RPGRIP	RGI1, LCA6, CORD13	14q11.2	57096	NM_020366
HGNC:29168	RPGRIP1L	RPGRIP1 like		KIAA1005, CORS3, JBTS7, MKS5, NPHP8, FTM, PPP1R134	16q12.2	23322	NM_015272
HGNC:17056	RPH3A	rabphilin 3A		KIAA0985, rabphilin, exophilin-1	12q24.13	22895	NM_014954
HGNC:10296	RPH3AL	rabphilin 3A like (without C2 domains)		Noc2	17p13.3	9501	NM_006987
HGNC:10297	RPIA	ribose 5-phosphate isomerase A			2p11.2	22934	
HGNC:27250	RPIAP1	ribose 5-phosphate isomerase A pseudogene 1			18q21.33	619449	
HGNC:10332	RPL3	ribosomal protein L3		L3	22q13.1	6122	NM_000967
HGNC:10351	RPL3L	ribosomal protein L3 like			16p13.3	6123	NM_005061
HGNC:10352	RPL3P1	ribosomal protein L3 pseudogene 1	RPL3P		21q22.12	8488	NG_000877
HGNC:17834	RPL3P2	ribosomal protein L3 pseudogene 2		RPL3-Hom	6p21.33	116935	NG_002397
HGNC:23550	RPL3P3	ribosomal protein L3 pseudogene 3			14q22.3	645798	NG_009544
HGNC:19805	RPL3P4	ribosomal protein L3 pseudogene 4			14q32.2	326307	
HGNC:36934	RPL3P5	ribosomal protein L3 pseudogene 5			2q37.3	100130450	NG_010767
HGNC:36395	RPL3P6	ribosomal protein L3 pseudogene 6			5q12.1	643220	NG_010781
HGNC:36797	RPL3P7	ribosomal protein L3 pseudogene 7			6q21	642741	NG_010941
HGNC:35498	RPL3P8	ribosomal protein L3 pseudogene 8			7q31.1	646620	NG_009422
HGNC:36839	RPL3P9	ribosomal protein L3 pseudogene 9			8q21.13	100128963	NG_011010
HGNC:36819	RPL3P10	ribosomal protein L3 pseudogene 10			8p11.22	100129004	NG_011223
HGNC:35521	RPL3P11	ribosomal protein L3 pseudogene 11			9p23	100131893	NG_010281
HGNC:36298	RPL3P12	ribosomal protein L3 pseudogene 12			Xq25	100131358	NG_010160
HGNC:48494	RPL3P13	ribosomal protein L3 pseudogene 13			4q21.23		
HGNC:10353	RPL4	ribosomal protein L4		L4	15q22.31	6124	NM_000968
HGNC:23551	RPL4P1	ribosomal protein L4 pseudogene 1			14q11.2	650808	NG_001332
HGNC:36836	RPL4P2	ribosomal protein L4 pseudogene 2			1q24.1	646688	NG_010174
HGNC:35773	RPL4P3	ribosomal protein L4 pseudogene 3			1q24.3	391135	NG_011155
HGNC:36179	RPL4P4	ribosomal protein L4 pseudogene 4			3q27.2	647276	NG_010560
HGNC:35699	RPL4P5	ribosomal protein L4 pseudogene 5			9p24.1	158345	NG_010714
HGNC:35611	RPL4P6	ribosomal protein L4 pseudogene 6			22q13.1	100271033	NG_010955
HGNC:10360	RPL5	ribosomal protein L5		L5, PPP1R135	1p22.1	6125	NM_000969
HGNC:10361	RPL5P1	ribosomal protein L5 pseudogene 1			15q11.2	647436	NG_009523
HGNC:16568	RPL5P2	ribosomal protein L5 pseudogene 2		dJ461P17.5	20q13.12	140749	NG_000992
HGNC:31034	RPL5P3	ribosomal protein L5 pseudogene 3		HsT18216	15q23	400385	NG_009504
HGNC:36095	RPL5P4	ribosomal protein L5 pseudogene 4			1p34.3	643343	NG_009571
HGNC:35564	RPL5P5	ribosomal protein L5 pseudogene 5			1q25.3	730213	NG_009600
HGNC:35890	RPL5P6	ribosomal protein L5 pseudogene 6			1p22.2	646784	NG_010665
HGNC:36583	RPL5P7	ribosomal protein L5 pseudogene 7			2q31.1	344178	NG_010588
HGNC:36290	RPL5P8	ribosomal protein L5 pseudogene 8			2q34	100130523	NG_011133
HGNC:36557	RPL5P9	ribosomal protein L5 pseudogene 9			2q13	100270832	NG_011239
HGNC:36846	RPL5P10	ribosomal protein L5 pseudogene 10			3p22.1	645807	NG_009583
HGNC:35483	RPL5P11	ribosomal protein L5 pseudogene 11			4q34.1	402193	NG_010069
HGNC:36221	RPL5P12	ribosomal protein L5 pseudogene 12			4q23	100270833	NG_011243
HGNC:37023	RPL5P13	ribosomal protein L5 pseudogene 13			4q31.21	100270834	NG_011247
HGNC:35924	RPL5P14	ribosomal protein L5 pseudogene 14			5p13.3	100270835	NG_011256
HGNC:36769	RPL5P15	ribosomal protein L5 pseudogene 15			5q11.2	100270836	NG_011262
HGNC:36009	RPL5P16	ribosomal protein L5 pseudogene 16			5q14.2	100270837	NG_011269
HGNC:36605	RPL5P17	ribosomal protein L5 pseudogene 17			5q14.3	100270839	NG_011278
HGNC:36640	RPL5P18	ribosomal protein L5 pseudogene 18			6q22.33	389428	NG_010276
HGNC:36604	RPL5P19	ribosomal protein L5 pseudogene 19			6q15	100270906	NG_010305
HGNC:36660	RPL5P20	ribosomal protein L5 pseudogene 20			6p22.3	100131913	NG_010394
HGNC:37029	RPL5P21	ribosomal protein L5 pseudogene 21			6q22.33	100270838	NG_011273
HGNC:35695	RPL5P22	ribosomal protein L5 pseudogene 22			8p21.1	389644	NG_011351
HGNC:36553	RPL5P23	ribosomal protein L5 pseudogene 23			8p11.21	100270840	NG_011285
HGNC:35828	RPL5P24	ribosomal protein L5 pseudogene 24			8q22.3	100270841	NG_011288
HGNC:35493	RPL5P25	ribosomal protein L5 pseudogene 25			10p13	100271204	NG_010517
HGNC:36247	RPL5P26	ribosomal protein L5 pseudogene 26			10q22.1	100271206	NG_010525
HGNC:36172	RPL5P27	ribosomal protein L5 pseudogene 27			10q25.3	100129998	NG_011070
HGNC:36827	RPL5P28	ribosomal protein L5 pseudogene 28			10q26.3	100131535	NG_011076
HGNC:36335	RPL5P29	ribosomal protein L5 pseudogene 29			11q12.1	390158	NG_010050
HGNC:35837	RPL5P30	ribosomal protein L5 pseudogene 30			11q23.3	645160	NG_011357
HGNC:42036	RPL5P31	ribosomal protein L5 pseudogene 31			13q14.3	341674	
HGNC:36973	RPL5P32	ribosomal protein L5 pseudogene 32			15q13.1	100271207	NG_010532
HGNC:36703	RPL5P33	ribosomal protein L5 pseudogene 33			17q21.33	100130929	NG_010584
HGNC:36463	RPL5P34	ribosomal protein L5 pseudogene 34			22q13.2	388907	NG_010237
HGNC:36967	RPL5P35	ribosomal protein L5 pseudogene 35			22q13.33	100129647	NG_010574
HGNC:10362	RPL6	ribosomal protein L6	TXREB1	TAXREB107, L6	12q24.13	6128	
HGNC:35972	RPL6P1	ribosomal protein L6 pseudogene 1			1p34.1	440587	NG_010027
HGNC:35964	RPL6P2	ribosomal protein L6 pseudogene 2			1p12	343495	NG_011031
HGNC:35925	RPL6P3	ribosomal protein L6 pseudogene 3			1q43	391181	NG_010044
HGNC:36344	RPL6P4	ribosomal protein L6 pseudogene 4			2p25.1	645054	NG_010981
HGNC:36199	RPL6P5	ribosomal protein L6 pseudogene 5			2q22.3	100270844	NG_011303
HGNC:36673	RPL6P6	ribosomal protein L6 pseudogene 6			2q34	100270845	NG_011311
HGNC:35801	RPL6P7	ribosomal protein L6 pseudogene 7			3q25.31	100270848	NG_009953
HGNC:37044	RPL6P8	ribosomal protein L6 pseudogene 8			3q25.33	100133100	NG_011224
HGNC:36484	RPL6P9	ribosomal protein L6 pseudogene 9			3q23	100270847	NG_011322
HGNC:36575	RPL6P10	ribosomal protein L6 pseudogene 10			4q13.1	642828	NG_010033
HGNC:35681	RPL6P12	ribosomal protein L6 pseudogene 12			4q32.3	100270907	NG_010311
HGNC:36399	RPL6P13	ribosomal protein L6 pseudogene 13			4q21.3	643974	NG_010698
HGNC:35661	RPL6P14	ribosomal protein L6 pseudogene 14			4q24	391679	NG_011328
HGNC:36903	RPL6P15	ribosomal protein L6 pseudogene 15			5q31.1	100270843	NG_011297
HGNC:35674	RPL6P16	ribosomal protein L6 pseudogene 16			4q35.1	728365	NG_011360
HGNC:36914	RPL6P17	ribosomal protein L6 pseudogene 17			6p23	100131229	NG_010828
HGNC:36911	RPL6P18	ribosomal protein L6 pseudogene 18			6p22.3	100131805	NG_011144
HGNC:36754	RPL6P19	ribosomal protein L6 pseudogene 19			7q33	646483	NG_010443
HGNC:36543	RPL6P20	ribosomal protein L6 pseudogene 20			7q11.21	285900	NG_006618
HGNC:35994	RPL6P21	ribosomal protein L6 pseudogene 21			7p21.2	100270846	NG_011317
HGNC:36220	RPL6P22	ribosomal protein L6 pseudogene 22			8p12	388460	NG_010561
HGNC:36343	RPL6P24	ribosomal protein L6 pseudogene 24			10p13	100271034	NG_010958
HGNC:36840	RPL6P25	ribosomal protein L6 pseudogene 25			12q21.31	401725	NG_010323
HGNC:36152	RPL6P26	ribosomal protein L6 pseudogene 26			17q21.31	100271035	NG_010962
HGNC:36133	RPL6P27	ribosomal protein L6 pseudogene 27			18p11.31	645387	NG_009652
HGNC:36065	RPL6P28	ribosomal protein L6 pseudogene 28			22q13.31	100271208	NG_010536
HGNC:36382	RPL6P29	ribosomal protein L6 pseudogene 29			Xq21.33	392505	NG_010304
HGNC:36171	RPL6P30	ribosomal protein L6 pseudogene 30			Xp22.2	139452	NG_010970
HGNC:10363	RPL7	ribosomal protein L7		humL7-1, L7	8q21.11	6129	NM_000971
HGNC:10364	RPL7A	ribosomal protein L7a		SURF3, TRUP, L7A	9q34.2	6130	NM_000972
HGNC:10365	RPL7AL1~withdrawn	entry withdrawn					
HGNC:10366	RPL7AP1~withdrawn	entry withdrawn					
HGNC:23552	RPL7AP2	ribosomal protein L7a pseudogene 2			14q21.1	652978	NG_009399
HGNC:23553	RPL7AP3	ribosomal protein L7a pseudogene 3			14q13.2	654370	
HGNC:23554	RPL7AP4	ribosomal protein L7a pseudogene 4			14q22.3	652985	NG_009400
HGNC:19781	RPL7AP5	ribosomal protein L7a pseudogene 5			14q24.1	326309	NG_002561
HGNC:19785	RPL7AP6	ribosomal protein L7a pseudogene 6			14q24.2	326310	NG_002562
HGNC:21395	RPL7AP7	ribosomal protein L7a pseudogene 7		RPL7B, dJ377H14.2	6p22.1	353013	NG_002738
HGNC:23738	RPL7AP8	ribosomal protein L7a pseudogene 8		bA141D8.1	10q23.2	340749	NG_005665
HGNC:32398	RPL7AP9	ribosomal protein L7a pseudogene 9	RPL7AP59		12q21.2	441642	NG_010228
HGNC:32433	RPL7AP10	ribosomal protein L7a pseudogene 10	RPL7AP68		19p12	161406	NG_001317
HGNC:35242	RPL7AP11	ribosomal protein L7a pseudogene 11			3q13.33	728992	NG_009397
HGNC:16562	RPL7AP12	ribosomal protein L7a pseudogene 12	RPL7AL2	dJ189G13.1	20p13	128668	NG_000969.3
HGNC:16565	RPL7AP13	ribosomal protein L7a pseudogene 13	RPL7AL3	dJ348M17.1	20p12.1	128748	NG_000974
HGNC:16590	RPL7AP14	ribosomal protein L7a pseudogene 14	RPL7AL4	dJ823N20.2	20q11.23	140756	NG_000999
HGNC:36873	RPL7AP15	ribosomal protein L7a pseudogene 15			1q21.1	100270895	NG_010250
HGNC:35898	RPL7AP16	ribosomal protein L7a pseudogene 16			1p34.1	100270896	NG_010253
HGNC:36501	RPL7AP17	ribosomal protein L7a pseudogene 17			1p21.2	100270897	NG_010257
HGNC:35613	RPL7AP18	ribosomal protein L7a pseudogene 18			1p36.23	390993	NG_009561
HGNC:36820	RPL7AP19	ribosomal protein L7a pseudogene 19			1q23	100271036	NG_010967
HGNC:36358	RPL7AP20	ribosomal protein L7a pseudogene 20			1q32.1	100271037	NG_010971
HGNC:37020	RPL7AP21	ribosomal protein L7a pseudogene 21			1q23	100271038	NG_010978
HGNC:36592	RPL7AP22	ribosomal protein L7a pseudogene 22			2q24.1	100271039	NG_010986
HGNC:36884	RPL7AP23	ribosomal protein L7a pseudogene 23			3p12.2	100271040	NG_010992
HGNC:36588	RPL7AP24	ribosomal protein L7a pseudogene 24			3q24	100271041	NG_010997
HGNC:36714	RPL7AP25	ribosomal protein L7a pseudogene 25			3q26.33	100271042	NG_011001
HGNC:36815	RPL7AP26	ribosomal protein L7a pseudogene 26			4q21.22	728128	NG_010339
HGNC:36806	RPL7AP27	ribosomal protein L7a pseudogene 27			4q35.2	152663	NG_010457
HGNC:35656	RPL7AP28	ribosomal protein L7a pseudogene 28			4q28.3	100271209	NG_010540
HGNC:36394	RPL7AP29	ribosomal protein L7a pseudogene 29			4p16.2	100271043	NG_011005
HGNC:35757	RPL7AP30	ribosomal protein L7a pseudogene 30			4q25	441034	NG_011047
